Fan Club MkIV data log started on Sun 05 May 2019 18:45:35  using profile "Prov. Cory Hall Array" with up to 4 fans per module.
Modules: |1: Jonathan - "00:80:e1:38:00:2a" | 2: Stephan - "00:80:e1:45:00:46" | 
Column headers are of the form MODULE#-FAN# with all RPMs and then all DCs
Time (s),1-1,1-2,1-3,1-4,2-1,2-2,2-3,2-4,1-1,1-2,1-3,1-4,2-1,2-2,2-3,2-4,
9.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.6e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.7e+01s,1505,1439,0,0,-69,-69,-69,-69,0.435,0.435,0.0,0.0,-69,-69,-69,-69,
9.7e+01s,-69,-69,-69,-69,1287,1312,0,0,-69,-69,-69,-69,0.4359,0.4359,0.0,0.0,
9.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.7e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.8e+01s,1529,1457,0,0,-69,-69,-69,-69,0.4395,0.4395,0.0,0.0,-69,-69,-69,-69,
9.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.8e+01s,-69,-69,-69,-69,1304,1329,0,0,-69,-69,-69,-69,0.4413,0.4413,0.0,0.0,
9.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.8e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.9e+01s,1550,1476,0,0,-69,-69,-69,-69,0.4439,0.4439,0.0,0.0,-69,-69,-69,-69,
9.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.9e+01s,-69,-69,-69,-69,1319,1343,0,0,-69,-69,-69,-69,0.4439,0.4439,0.0,0.0,
9.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
9.9e+01s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,1569,1490,0,0,-69,-69,-69,-69,0.4484,0.4484,0.0,0.0,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,1338,1357,0,0,-69,-69,-69,-69,0.4493,0.4493,0.0,0.0,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,1588,1510,0,0,-69,-69,-69,-69,0.4538,0.4538,0.0,0.0,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,1361,1377,0,0,-69,-69,-69,-69,0.4538,0.4538,0.0,0.0,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,1609,1531,0,0,-69,-69,-69,-69,0.4582,0.4582,0.0,0.0,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,1380,1394,0,0,-69,-69,-69,-69,0.4582,0.4582,0.0,0.0,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,1632,1549,0,0,-69,-69,-69,-69,0.4627,0.4627,0.0,0.0,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,1396,1412,0,0,-69,-69,-69,-69,0.4636,0.4636,0.0,0.0,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,1653,1569,0,0,-69,-69,-69,-69,0.4671,0.4671,0.0,0.0,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,1412,1428,0,0,-69,-69,-69,-69,0.4671,0.4671,0.0,0.0,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,1675,1587,0,0,-69,-69,-69,-69,0.4715,0.4715,0.0,0.0,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,1422,1441,0,0,-69,-69,-69,-69,0.4715,0.4715,0.0,0.0,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,1693,1604,0,0,-69,-69,-69,-69,0.4759,0.4759,0.0,0.0,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,1438,1454,0,0,-69,-69,-69,-69,0.4768,0.4768,0.0,0.0,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,1708,1619,0,0,-69,-69,-69,-69,0.4803,0.4803,0.0,0.0,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,1458,1474,0,0,-69,-69,-69,-69,0.4821,0.4821,0.0,0.0,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,1726,1633,0,0,-69,-69,-69,-69,0.4847,0.4847,0.0,0.0,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
1.1e+02s,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,-69,
